1377011,1406724,4914242,1,1,1,1,1
298483,1600658,5447466,0,1,1,1,1
1757515,1578187,5171632,0,0,1,1,1
909853,1612128,6107170,0,0,0,1,1
2012413,1574684,5209953,0,0,0,0,1
